user_id,anime_id,rating
11498,6392,-1
22886,30831,10
14772,14227,-1
29156,10834,7
59308,317,10
62830,20977,8
49667,121,-1
28974,7593,6
35153,8756,-1
18944,710,7
61843,20785,8
38960,16498,7
32611,30,7
72571,20,4
49929,10016,6
72522,15125,5
16030,205,-1
57979,2413,8
30443,16732,7
33860,479,8
40388,11235,8
22026,4382,5
33058,223,5
45973,14345,9
322,934,7
12455,8063,-1
28348,5690,7
51430,5029,10
10545,30514,-1
45358,9074,7
25078,154,8
58155,20,6
64307,30015,9
35372,12189,-1
18084,10790,10
16519,4026,7
12484,984,8
13343,11757,5
6127,2273,10
13776,28817,7
57995,9989,10
41002,270,8
27297,12175,8
4676,11577,8
25798,3322,8
6714,30503,8
36347,6675,8
21377,731,5
41822,13331,-1
50404,527,8
70108,12549,6
24137,7592,8
11747,9656,8
19771,269,9
72225,97,8
40493,3616,8
35005,428,10
27929,33421,-1
73158,96,-1
3492,19511,-1
13009,10209,-1
37818,5114,10
67059,2025,-1
40748,19315,-1
71275,29786,9
4842,442,7
7711,5030,2
43,11241,8
37553,28121,7
46178,23281,7
35862,6479,5
10596,249,7
11356,12293,3
9729,24833,9
6469,524,6
58863,101,6
62549,31859,-1
4326,9513,6
5899,1079,6
62115,19889,7
19331,18247,-1
5255,269,10
48248,228,8
22259,7468,6
33439,32093,-1
42635,5658,7
41675,371,-1
12402,166,8
50529,747,6
50602,2904,2
34977,20787,-1
41924,2476,7
58509,846,6
61713,14513,8
22154,31711,8
69143,5348,6
51229,120,8
11822,28907,8
43074,27417,-1
44323,228,5
14697,25055,-1
69616,24415,9
36567,9253,10
49666,13601,9
49678,93,7
54682,7592,8
72983,1686,9
27313,11179,7
58929,987,5
66504,3782,8
67100,1840,4
44325,877,10
59266,146,-1
55261,5493,-1
41750,1056,9
48930,7338,9
49582,14829,-1
61117,11597,6
26439,10928,8
53394,3674,-1
35325,431,9
60599,18495,-1
68787,6327,-1
43482,13263,-1
34357,1498,8
30519,4107,-1
48590,12291,9
15573,8460,7
46320,11433,8
61287,2025,8
37227,376,-1
69389,16782,10
54240,4918,9
24075,13601,9
22443,8630,8
15408,14813,9
26320,1120,9
51692,9465,7
70585,24625,8
64120,223,7
34031,26243,8
49239,193,-1
55083,6547,6
58567,2441,5
30065,1679,-1
49925,2969,9
4990,158,10
65899,121,8
54043,1659,7
8719,13851,7
63710,8630,-1
11735,20919,-1
385,14513,10
61605,610,5
50867,205,8
22206,3328,7
30262,936,-1
64914,6547,10
14549,9756,9
39477,43,8
67449,2104,8
69737,649,8
12303,32282,7
7997,2367,-1
49377,267,10
42154,17265,8
54849,6205,6
38682,1232,8
6512,1482,7
62735,16528,8
11420,196,7
57868,23209,7
65728,8915,6
29281,7902,8
20619,6747,7
53666,5734,8
40039,12365,9
61974,5150,-1
43685,355,10
66694,1815,8
64726,11759,9
18873,6127,-1
51164,19613,-1
50215,2581,7
54218,2966,8
1245,14345,8
22904,4063,7
55033,16498,-1
40648,10578,6
61904,4106,9
27088,6023,4
15653,9756,8
54043,73,8
15715,26441,7
2384,934,-1
22087,11843,6
57434,508,10
29454,3210,10
28379,880,8
8217,21067,6
24250,9062,7
6798,14513,7
37956,20785,7
58330,1588,6
811,14713,-1
25252,1559,9
12129,18507,9
13954,19703,7
5061,93,7
44756,24705,7
24745,1364,-1
6075,2167,7
35677,813,8
8900,14741,8
57306,14811,8
1252,29787,-1
32799,10162,9
42314,20787,-1
11097,12729,7
22298,6,8
23893,1365,-1
11871,1117,9
73343,5958,9
10442,7711,6
45109,4224,10
35410,18677,8
3362,4181,-1
4355,4026,-1
65944,4872,7
22540,3782,8
33672,23755,-1
33192,849,7
23202,28297,10
41018,174,8
57975,71,10
49965,10521,9
67694,10790,-1
27664,650,-1
30299,9252,8
42790,48,-1
32574,13759,8
27053,4752,5
53645,18679,8
12151,245,9
63379,30503,9
1025,45,8
17633,22297,9
34585,11553,-1
61892,30206,5
69833,15335,10
22652,2227,7
55630,889,8
1674,19703,6
59138,641,7
28546,175,7
62909,21167,7
27730,23121,7
3652,2890,10
48142,1074,8
52669,19775,8
46978,10589,-1
69329,17831,6
45741,457,9
553,22101,10
40505,1689,6
55610,1579,8
60401,7054,8
12562,3785,-1
73276,4028,9
42416,31964,8
71499,5341,-1
6949,14131,7
61183,2144,9
4452,22265,8
21281,2167,5
41536,531,8
32172,14293,-1
45802,10790,-1
59870,8915,7
15012,8424,8
59065,20541,10
72428,25183,7
14402,13125,7
59194,485,-1
19255,10620,-1
59228,2787,7
24158,232,8
67050,758,5
27332,7411,8
52295,6151,-1
33165,21507,5
58834,2236,10
6973,1847,6
35957,23233,10
70768,31821,-1
25409,4382,7
23289,899,7
28858,496,-1
58481,8476,10
60929,28121,8
56435,24475,8
41827,482,6
58446,384,9
41909,23281,8
12114,7592,7
68740,149,7
41698,4565,-1
40200,934,9
47909,532,-1
22062,6547,8
2954,512,10
478,18679,9
10965,174,7
65237,2904,9
58916,552,-1
6569,2904,9
63231,357,-1
39921,10405,4
68281,5530,8
37332,16706,6
25314,5958,6
20766,10161,7
66824,7791,9
66022,225,7
3158,29803,6
47701,10161,10
1165,18001,8
45752,7858,-1
2715,8861,7
25382,469,8
6983,32,10
50971,4214,10
62142,11759,10
10692,10087,8
20204,3588,7
2137,249,7
52052,5277,-1
56139,4106,8
3047,4898,7
37595,11741,8
6098,1536,8
15347,25681,7
49945,1187,4
57731,509,7
2108,15583,7
31169,11285,8
21084,13357,7
12613,5040,7
32436,210,10
56470,12365,-1
56469,249,7
60372,2034,8
17501,10620,8
66206,72,10
20954,1281,7
57879,11617,7
44914,317,9
55034,1689,-1
44178,114,8
62617,21995,-1
69076,5973,7
68571,457,9
52253,355,8
47282,30898,6
17333,9510,-1
48220,232,10
32324,1840,9
45183,6,-1
67348,1926,8
51945,1254,-1
40739,2144,-1
3201,2904,10
22057,66,-1
6549,3588,9
14075,5630,9
18429,24913,8
53403,9253,10
28817,5680,7
13288,8676,9
46906,29803,7
28951,2167,10
64255,940,7
28402,10719,8
21963,3167,6
38673,4437,6
28518,10163,-1
9858,15451,-1
73172,6151,8
22378,16668,6
51947,62,7
59050,79,7
40320,2001,10
15221,62,7
30558,688,7
19812,45,8
16702,2904,-1
27676,1368,-1
51499,8514,7
58273,534,-1
50130,105,7
64507,1470,7
65545,7088,5
54584,1290,7
30567,570,8
7573,323,8
11317,2993,8
60129,818,6
63334,9479,7
22540,527,5
17815,19391,9
19428,263,-1
71030,18277,10
60140,2167,-1
19281,10897,6
43626,14967,8
62898,1118,7
48828,4155,10
72404,4565,8
10439,442,7
32370,18195,10
64542,2159,8
65624,17641,-1
32684,10716,-1
24645,578,10
29892,3467,7
60168,3712,8
49676,4186,6
23031,123,-1
1539,4752,-1
71182,431,9
26685,30831,8
5006,2787,9
436,11703,7
58054,2472,7
43916,21603,-1
5512,637,-1
54742,4918,-1
48995,4793,10
60621,21855,8
14513,20057,9
60083,2581,9
55638,10108,10
9774,28297,7
52811,1842,8
4883,578,9
65793,149,8
31747,6,-1
748,19703,-1
49376,1696,8
27290,1674,-1
13618,8247,-1
861,14467,6
50781,79,8
59030,16385,8
6034,30831,8
1019,10163,6
56910,6280,9
23210,18153,8
51421,1,9
28235,2130,7
53194,12117,-1
54466,4087,9
31022,16762,10
10046,24833,10
46120,1691,7
21684,10087,8
22189,18507,6
17333,2106,-1
38368,18671,-1
51510,3712,7
57614,10030,8
51216,6172,-1
33282,7711,9
14001,11977,9
48983,23289,8
7170,4224,-1
23069,10638,8
17590,732,-1
44645,199,5
59841,2515,8
35992,5342,6
43881,15037,10
2795,150,-1
41117,4654,7
51491,2899,8
72819,13055,10
45292,10620,-1
6628,1606,9
70650,24439,-1
19791,22135,10
61065,383,8
58736,5178,6
41606,5958,-1
2951,10863,10
64785,268,9
11401,5902,-1
64336,25397,6
66055,949,7
3615,14199,8
33608,18441,4
56627,14293,6
31548,4672,6
1822,813,7
23952,8841,9
18088,355,7
36464,849,8
59021,591,-1
55829,28285,7
42585,164,-1
59395,5680,10
42639,15809,7
54077,21431,6
20693,2148,-1
16748,2787,-1
54883,146,-1
59079,916,8
920,18115,8
65529,13601,9
17775,1698,8
2974,4181,9
48058,527,9
23814,121,10
38284,14131,-1
61883,14349,8
60297,5220,9
60839,226,10
48331,23755,-1
39717,846,9
37062,19815,-1
40931,4192,8
41635,1887,8
6737,379,-1
29788,3470,6
33493,8422,10
21926,14741,10
4358,23281,9
47307,11737,9
25994,578,7
24417,9925,7
66004,2167,-1
31076,462,-1
24054,30,6
52447,1361,-1
56039,27633,7
11013,9693,9
25733,3342,6
9392,4975,7
21043,13663,10
23559,6114,9
69217,2904,9
54976,10721,8
45909,31251,8
23352,167,6
4236,30901,8
32195,6,-1
53817,490,7
36127,5690,9
15697,3784,10
18492,16904,8
15171,12679,8
17980,11633,8
17236,20371,-1
57979,177,10
12847,4224,9
26680,182,-1
5759,93,-1
10560,149,9
45848,8023,10
44599,2994,-1
19327,5955,-1
61239,857,6
52741,31221,7
9572,6922,-1
58898,357,7
67396,554,-1
18033,12823,6
18694,10075,8
17095,13137,6
69505,245,8
21963,1270,6
68493,3002,9
14101,7674,8
17026,1015,8
18413,22199,6
45287,13125,-1
43834,26395,-1
28786,963,10
60975,322,8
12702,449,5
64921,18115,9
68243,21679,9
38547,4722,8
22917,19815,7
9358,2759,-1
786,6347,9
49321,834,8
60005,10209,7
2050,7590,8
5656,1887,10
60845,210,9
69646,31,-1
72695,18115,7
35476,8086,7
51681,9919,7
37610,1575,10
57808,13655,10
68903,23755,10
33847,6956,8
41713,8675,6
44243,10793,9
20197,30364,-1
30774,12175,6
48916,17831,9
28499,2581,10
29050,59,7
69005,31580,6
54380,10016,6
43992,1132,8
6279,5530,-1
54017,5152,7
14575,2761,9
22760,11813,-1
28363,9917,7
40763,3503,4
46962,16592,8
33407,9958,-1
58046,2237,7
21197,174,-1
37271,1430,9
20832,885,7
65255,17821,7
45314,10080,10
72793,2904,9
6124,17895,10
3266,4548,7
25274,23847,9
365,7082,9
45243,4214,-1
55388,13271,6
52938,5114,10
61453,8560,5
69800,6880,7
47921,18679,5
68106,5030,6
59439,1562,8
21760,10793,7
280,879,6
28603,6347,7
59268,4155,9
24054,19211,7
67392,156,7
24834,462,7
55242,389,8
37719,21881,8
56897,5216,-1
39301,243,-1
16556,13939,7
46359,16355,-1
66221,853,9
67799,72,10
17827,1,10
10588,8479,9
40250,32828,7
40239,7375,9
6118,123,8
49599,1254,7
59649,741,10
73317,4752,8
34426,10067,7
3040,13859,6
15181,10572,7
38205,28223,8
14475,32,-1
20081,2144,8
53569,2904,10
20687,228,7
59870,5521,8
25374,10271,9
22573,22297,10
53898,1486,10
51117,3076,-1
7311,12477,8
62732,7724,10
33854,1281,10
21909,13731,6
50888,3602,7
52109,10897,8
64919,189,6
48798,24031,6
32025,20021,7
3325,9515,-1
11406,3572,10
45635,12503,8
57305,1887,9
55382,8424,8
34701,12979,9
1829,13125,9
17904,23289,8
48612,191,7
2810,573,9
46846,6802,8
23480,461,7
72948,14199,7
49186,15687,8
58958,1118,5
29801,232,8
41962,20,8
18021,4262,6
67921,578,8
50403,3392,4
7434,16001,7
26260,10110,8
39302,10073,8
39882,10793,-1
51915,3965,7
28997,550,8
26995,20,9
51278,269,-1
42757,22319,7
51750,60,-1
49503,1049,7
29475,12049,9
69114,223,-1
6854,2952,-1
42560,32281,10
49385,523,10
25432,8525,-1
32860,6987,9
47997,3588,8
3925,10122,6
67152,147,9
71511,7054,8
22231,317,7
7260,376,8
53182,6809,-1
65557,31289,7
35055,1721,-1
30166,2386,10
34900,4667,8
55228,10671,5
56493,25731,-1
59581,9332,7
56945,5060,7
4773,3588,8
52592,2889,8
59592,813,7
23972,3087,7
52122,30,8
20501,22729,10
53190,11933,6
49788,3712,6
22111,9756,7
57107,3230,8
50321,68,7
9567,15195,-1
26176,949,9
29309,9367,-1
53020,166,6
27412,14713,9
40043,15633,7
52854,3731,6
12375,5300,10
45431,89,-1
27103,9756,7
71251,8937,9
66350,60,8
32167,9379,7
3252,15225,10
61255,5204,6
3584,6033,9
8434,2961,8
33119,20787,9
30395,190,7
59362,1384,5
12915,28791,5
13100,5114,8
3611,2236,7
60778,180,10
26015,1195,8
56487,21405,7
16812,14813,-1
25750,416,7
53927,3033,8
57766,1807,7
11567,9989,8
28435,12565,-1
698,9919,-1
53333,953,6
6288,9774,7
68725,1505,-1
37097,2001,9
28018,22147,-1
71881,12049,9
19220,1303,8
21943,5690,8
57531,940,8
5383,1535,10
31072,12413,8
68936,6201,9
54701,4792,7
62830,24705,7
643,687,8
52825,30806,-1
349,24,8
53474,8197,7
51767,4177,9
64349,4224,9
59910,880,8
45944,10624,8
55417,5220,9
44082,16918,9
30791,6573,7
64235,12355,9
35829,269,9
25656,58,8
13678,14189,10
58774,31610,7
13881,15377,5
51763,2385,9
60317,2961,9
37475,14467,7
26944,19489,8
38290,4224,-1
6419,3231,7
53555,5958,8
18813,10690,10
46293,11441,10
23695,4814,9
23874,5081,7
38469,1559,9
36204,270,7
59304,846,10
13472,23283,9
66925,2966,10
1798,356,8
35873,24439,10
67,15605,-1
60575,164,10
18926,164,10
18905,2144,7
14890,10155,6
39974,14075,4
36010,31859,6
6506,1171,8
50777,270,-1
61394,981,-1
45378,23673,7
29924,6616,-1
10256,451,-1
41220,10647,7
34455,3680,7
68728,2129,7
60433,14045,-1
42432,6714,-1
4284,578,6
40230,11843,-1
16677,16035,10
37475,2961,7
13053,20583,7
49722,5114,10
55129,30,-1
25982,4898,-1
54134,194,-1
41138,1292,-1
44862,20,6
27694,31374,6
29111,3784,10
52462,904,4
36746,24439,9
46139,299,-1
44471,16067,10
58457,1565,8
70596,7705,6
15015,9734,8
44835,31711,7
9120,10495,-1
51664,31706,-1
69001,10793,10
49150,290,-1
20210,22729,7
45463,12477,9
56757,20187,7
43865,11771,8
30523,2602,8
41606,3457,-1
18394,21507,-1
6810,268,9
33351,1144,10
56137,2167,6
58692,4415,7
16149,15687,10
2621,9367,6
53654,889,6
23057,27727,6
24564,1519,9
9143,11757,10
10523,5671,9
23975,7588,6
786,19429,7
60482,857,10
56553,15809,7
57594,2302,-1
9538,14345,9
7202,4884,7
29732,1520,9
67679,869,6
6597,957,-1
46144,10845,7
62481,329,9
6917,3654,9
50656,28121,7
22467,12293,7
48993,880,8
47404,6351,10
54893,2985,7
69216,8490,7
58719,11701,7
52038,1722,-1
63132,9471,7
55576,1698,10
24074,1568,-1
59229,6682,7
21748,11285,8
54139,6325,9
65040,68,6
21592,18671,8
44913,17247,6
5312,356,10
57580,1818,8
19689,1536,8
7081,12231,8
66731,4224,8
2142,21329,-1
11247,5074,8
25288,4382,9
56588,30503,9
41052,11741,10
29812,13331,9
58635,265,7
49582,3654,-1
59872,2904,7
418,17743,10
33035,23587,-1
55442,543,7
71812,28171,10
71096,2025,9
46042,384,6
53093,6399,5
17829,28907,9
15872,3287,1
53194,15335,-1
69099,1352,8
18419,853,8
38398,101,9
48417,13073,-1
844,27891,-1
31452,1559,8
54006,430,9
43614,5680,6
60743,1954,6
59552,1470,8
15186,6880,9
27768,12859,8
49472,11761,6
51296,31,-1
54370,372,10
5770,11531,6
64387,4224,9
24048,10213,9
33848,431,9
6910,908,8
36274,32282,10
65139,22265,-1
24528,6573,10
56047,12293,-1
6700,10448,5
62082,11757,8
8546,28891,10
38262,1808,5
65276,15315,10
73132,820,10
64189,9989,8
16077,18523,9
72828,4975,5
47748,2148,-1
22376,196,7
65287,132,-1
8793,6922,4
33276,24627,-1
8853,24991,-1
59003,6573,9
67646,1910,8
62139,101,6
392,7058,6
61809,11617,8
71224,20541,8
31482,9041,6
50391,32906,5
66650,22535,-1
12082,7662,7
36827,13851,-1
42668,6547,10
10117,10495,-1
11186,514,10
31887,5,7
39551,31174,9
51,237,10
50974,1815,6
41814,2476,3
8516,10119,7
19418,5,9
64126,223,10
20742,10161,8
58009,1575,9
1862,27775,9
67359,7724,9
33854,16436,6
72645,32468,-1
8801,1535,9
59986,23385,-1
17330,28171,-1
58632,1815,7
69723,27939,8
14823,11761,7
17973,512,-1
27766,8460,-1
37715,2904,10
45477,11617,4
43025,2593,7
35870,7858,7
20132,4618,-1
11489,8449,9
49761,1110,9
68795,8425,-1
49993,6794,-1
4747,7724,9
56490,12445,7
73476,18295,5
50656,1614,8
45834,9366,7
28255,2246,7
5965,509,6
35635,1074,6
39914,23289,-1
23538,1210,9
59836,2832,6
51896,357,6
3507,10209,10
29365,11499,7
61428,174,8
58760,861,9
62997,23283,-1
22399,2104,-1
66729,927,7
49990,1953,5
58332,905,9
58623,31621,8
4768,2472,9
48407,239,-1
35862,12293,6
49966,1571,10
72101,1356,8
2760,28907,6
72715,24833,7
48068,199,10
68226,15,-1
6709,10391,7
22169,18153,7
37971,15225,7
65901,1,9
39488,13667,-1
13875,10719,-1
40974,10397,-1
59590,2001,8
25920,9587,6
3695,5112,5
8820,9435,8
66554,685,10
53018,1689,8
17242,3588,10
45135,6,-1
26868,199,8
53492,4437,-1
23318,355,5
42416,13125,9
46161,10620,-1
28266,232,7
41028,16512,-1
27175,17265,-1
57022,19815,5
36350,15117,8
9480,21405,9
41242,908,7
6589,14813,8
1833,30276,-1
10908,6,9
26143,10298,-1
28047,6880,8
59429,1532,8
11872,26243,9
16316,1132,8
58719,600,5
31101,13403,6
25604,10197,-1
66159,30205,7
46434,11433,7
35358,12549,6
18928,98,5
66159,13599,8
11318,6030,10
53998,601,9
60477,16353,7
53653,1210,7
41756,12355,10
68621,7655,9
53178,408,9
45491,12967,8
26405,448,10
26545,1535,10
30065,15225,-1
45299,8894,6
66203,5678,10
33609,8795,-1
15745,33524,6
6474,6030,7
63472,28025,10
17629,21511,-1
33203,31043,10
70585,149,10
42159,7311,-1
67174,8630,9
34816,16916,7
71426,17513,4
72455,5583,9
43230,31964,9
26149,4262,-1
21033,31376,7
25697,3455,6
19421,5081,-1
69731,13171,-1
72566,11759,7
39498,81,10
57090,28755,8
51580,348,9
37582,30015,8
62926,17082,8
25555,2993,8
39104,18507,7
52544,2025,9
43583,894,6
34433,8525,6
3096,19815,10
4248,180,-1
7407,24,8
68762,94,-1
5311,6213,7
65046,9790,-1
33363,11741,9
14991,4535,5
61974,13125,-1
47429,21881,8
8649,28999,10
16996,16680,9
41818,291,7
47291,47,8
20996,28155,8
6178,240,6
10454,1535,10
35687,1195,8
60171,12967,9
55514,97,9
13894,14293,7
5151,3731,8
50790,552,9
36676,18153,8
69923,14123,-1
35788,857,10
61222,3174,4
44887,6114,8
13324,8407,-1
7482,4188,10
71650,24075,3
45372,12471,8
23088,6166,6
41094,15315,7
62266,22865,7
53788,131,9
44669,2164,6
5492,73,9
51894,165,9
53624,6023,6
12271,30276,7
58635,10087,6
64153,19815,8
50768,437,7
67159,4898,5
46394,4722,6
57709,763,8
71730,5042,7
93,6347,8
37947,10897,7
62428,30296,9
71200,22199,10
59396,1648,7
37723,11741,9
48467,4975,4
51113,4975,7
43213,849,9
4798,2025,10
37425,5081,6
20724,8769,7
7421,2926,8
39269,6164,-1
13256,10161,7
45741,1564,-1
64245,28497,6
54367,6205,3
32955,30,-1
58352,64,7
64915,199,9
48469,4282,9
570,10793,7
21646,6880,8
69505,135,7
36372,4719,10
6583,2398,7
71659,2904,6
4570,15037,8
59155,762,9
21587,9917,7
33930,3089,-1
60866,1240,7
24707,32175,9
21146,1535,7
68081,874,8
11650,918,-1
52982,1593,-1
48625,16918,-1
49716,383,8
67623,7054,9
55113,270,10
32313,10087,8
45391,2302,5
55210,154,7
12850,4872,-1
48248,898,8
31814,12293,6
8965,15651,8
35635,1526,8
3980,3328,8
59243,594,7
28771,23269,8
30523,849,8
5253,1852,7
72836,2795,9
37182,9367,8
2441,30782,2
70082,10798,8
55775,22877,-1
1558,990,6
45310,4026,7
64244,17641,8
25920,2889,8
16175,6115,8
19343,877,10
59359,6707,10
11663,11759,7
50944,1852,5
18929,11757,8
27250,9982,6
41586,884,-1
72970,26349,6
12725,1594,6
17828,21995,7
22948,16918,9
54539,318,7
37417,27899,9
20650,4182,7
46154,2116,6
47849,16762,6
71750,20507,-1
61420,853,9
22357,7711,10
28806,936,6
17070,3655,7
6560,3359,-1
66130,10717,8
2675,15537,-1
14627,7724,6
52018,2967,5
29853,1889,10
30698,80,7
36317,9776,-1
59921,170,-1
53264,133,8
19683,249,7
26308,119,5
60900,227,9
32451,164,6
38339,6547,-1
13711,20031,-1
21559,17909,8
38203,10408,-1
954,20473,8
16017,853,8
18994,10110,-1
32071,1764,7
20185,28171,-1
14509,9041,10
55382,1535,10
12869,15195,-1
71880,223,7
69121,4717,-1
16362,10719,7
51141,1530,9
19964,12503,10
45659,15959,7
2388,7311,-1
17095,11741,7
342,18153,-1
4078,6421,-1
38060,813,10
17343,32182,10
57623,2237,-1
69471,11771,-1
26503,9181,8
71411,1840,7
26130,9379,6
16704,4415,7
6392,10588,10
10713,317,-1
27062,13331,7
57314,1827,8
5160,5262,2
66882,6746,10
3888,11077,7
6247,467,8
48133,16528,8
19687,11499,-1
2523,16866,9
5837,6351,7
56779,1709,8
52966,6421,10
28180,11757,7
67845,3366,8
1103,12355,10
64551,8675,7
69272,11375,10
46569,11771,10
36261,22319,-1
10943,761,7
71099,5958,2
32373,9330,9
6583,4997,7
27005,20541,-1
10584,23289,-1
65753,226,8
65562,19111,-1
65694,27899,7
8217,8536,7
60399,6572,8
36649,11759,7
15712,5300,9
1441,32281,10
35342,9289,10
10231,16706,10
56323,20,8
19828,6324,-1
42999,24,-1
50277,1034,6
48767,7059,10
11448,918,9
53044,1536,6
31070,14921,5
57691,849,9
68399,2581,10
7994,121,8
49378,1818,7
51541,543,8
60886,3784,8
14572,1010,7
7114,25781,8
54689,1686,8
8122,17745,7
67018,902,6
27769,9367,7
64873,11837,8
53642,6377,8
24418,12413,9
26934,7088,7
64332,192,4
57496,20033,6
8047,4437,7
49526,31964,8
31495,10790,9
41084,9253,10
32856,30307,-1
18297,4752,8
17255,16498,7
50990,6862,7
4717,513,-1
52061,3392,10
21563,2104,6
38829,4722,9
31204,5958,10
59258,997,9
20687,6045,9
14543,31737,-1
33521,72,8
1482,2787,8
55485,6547,6
3254,1536,8
61202,16592,5
15600,22865,-1
55050,11113,10
35796,813,7
52447,1241,-1
28180,17074,9
21621,6772,7
29644,22147,8
1450,14345,9
13052,23775,9
36610,895,7
58161,2386,10
34001,1691,8
51869,442,8
16455,9367,9
66130,2728,6
11804,8516,-1
68821,4725,8
14543,9919,-1
33998,30276,7
67665,14741,8
21458,8247,9
1576,14741,4
38168,10834,-1
63286,27775,8
31053,23283,9
38474,30205,8
19365,1470,9
20784,25437,7
44662,2367,7
10467,1532,7
5023,1210,8
30008,10721,10
53876,995,-1
66563,232,6
21675,33338,8
6940,992,7
14938,10408,8
51341,2889,10
44485,268,10
44820,306,10
11698,11617,6
53044,138,7
23582,5717,-1
16205,3588,8
28762,24455,6
53713,9366,8
55857,10800,9
56630,16918,7
66684,2966,10
55678,27899,7
22838,5252,10
17160,2852,9
53958,14967,9
1653,21995,9
36898,10249,-1
15212,857,-1
15837,4975,9
62309,16498,-1
27807,1840,8
12344,813,7
59433,1829,-1
5649,1263,7
1590,710,7
66729,5032,8
37737,32380,-1
52638,1224,10
45770,4186,6
53862,1067,7
48824,8841,9
13175,457,9
813,30544,8
844,2130,-1
37763,101,6
70232,481,7
35056,14293,-1
28067,6645,-1
30921,16009,10
60785,8424,6
26275,5957,9
228,13759,10
12834,6347,-1
21696,6444,8
58233,5152,8
41961,7079,7
7350,1013,8
53594,3702,9
35773,14049,-1
58439,2102,-1
11545,1224,6
40846,13601,10
20842,997,8
72710,23079,10
27590,4063,7
49748,91,7
4346,12049,6
17091,6862,8
23948,2725,5
27786,30,10
66728,4280,8
18051,121,7
38940,13601,10
33103,1,9
25167,1594,10
54526,19363,9
51245,3840,7
29390,5341,8
35326,14189,-1
67691,68,9
63415,11737,9
25404,4814,9
70474,12355,10
26980,195,9
7795,23281,8
6869,2665,7
66058,12531,10
68913,12355,9
27364,14893,-1
54733,1604,8
9681,2966,8
70945,18277,-1
52061,223,7
37870,12413,8
13954,19285,5
16034,6372,-1
20004,3087,-1
71216,23321,9
61535,299,8
23642,28121,-1
33161,27991,8
28892,17641,7
19914,14713,10
25347,3092,10
72416,6880,8
56757,2508,8
35540,125,8
22069,6046,-1
63692,199,10
13420,8425,8
27314,11433,4
27247,853,9
40327,138,9
34375,3927,8
282,237,9
28167,5177,-1
15991,25689,-1
63559,22297,-1
68180,30123,7
17545,22729,8
70316,10863,10
71793,9253,10
32574,20359,-1
54151,227,7
20307,12531,3
66650,6500,9
54386,14713,10
63930,5118,7
46839,9367,5
18750,3783,9
43858,32668,-1
49233,277,8
50001,934,7
31185,21677,-1
63121,24625,7
67008,15565,6
29043,8074,9
12105,20031,8
49503,5593,7
7793,102,10
18878,121,9
4510,32281,9
72421,4059,-1
10826,5262,7
10714,2025,8
30364,10379,9
2749,17265,8
45621,17909,7
48556,5507,7
27569,5300,10
22844,8861,7
40838,382,-1
42392,28891,10
23023,16742,6
40974,3782,-1
26459,13335,7
36375,356,6
49536,606,7
14493,14813,7
32892,31043,9
61349,8476,8
63643,24455,10
7600,442,8
23768,5114,10
50246,7662,6
15000,101,8
41137,24371,-1
44929,20907,6
11469,18679,7
17990,24415,9
53885,16524,-1
3671,27833,10
22525,19283,6
43676,2167,10
53812,4224,9
5728,1519,9
6534,5774,-1
24239,23327,9
72731,11079,7
60001,2163,-1
48652,12531,9
18805,30355,8
43642,8525,8
7994,5,8
11687,28623,7
65775,522,6
64606,9253,10
10194,8456,6
9159,486,9
41966,24701,8
34173,407,-1
16863,249,7
13359,12117,-1
2345,9675,9
29885,7148,8
27395,29787,8
48474,15689,8
69007,2025,8
19366,25681,8
54259,189,8
62908,10793,9
18245,1029,8
35753,6023,-1
19141,22135,8
66298,10719,9
29072,5030,6
72568,21939,-1
67222,9515,10
68805,790,10
48999,101,8
54150,29803,9
34675,16894,10
66712,1074,6
54819,849,10
13965,21995,7
52569,8074,7
26504,5,8
32410,10321,8
54756,5682,10
59864,2904,10
40551,10719,6
51390,457,9
47302,13357,8
8661,4752,5
44707,11111,-1
12601,15751,9
54093,130,7
63140,8129,9
53141,449,-1
3336,31580,8
14871,1575,-1
63441,10793,7
69059,7059,9
39429,31240,8
68650,205,-1
68698,2248,6
15351,20,8
34713,1045,-1
18949,43,7
41178,5764,-1
53976,1313,6
37224,10161,5
71380,934,-1
66577,8861,9
25923,1844,-1
58604,28817,6
5392,1633,7
19547,226,10
57448,31733,7
39468,2808,8
5598,850,-1
55479,3956,5
50288,3616,8
69157,2025,9
31493,10020,7
2325,28999,-1
19927,226,8
29192,10417,4
25104,10110,7
19620,16035,8
54997,4186,8
9171,16870,-1
31345,11757,8
60656,222,6
7988,3470,7
15235,2993,8
19632,9656,10
28610,9760,7
34115,25015,8
31069,228,7
31364,20449,7
70656,17641,6
2989,15809,7
33010,29803,8
22455,5772,6
49869,8297,5
14531,11111,9
11416,11079,9
59406,10216,7
59723,471,8
48365,467,-1
42719,29854,8
50284,12549,8
57266,6166,6
58597,1506,9
45457,2476,10
40667,160,10
61301,5764,9
46936,22297,8
37197,2730,7
72134,270,7
45898,21843,8
69121,11111,-1
51216,5539,-1
54682,10793,8
23395,838,7
31503,528,10
33862,72,9
59486,1078,8
41675,7705,-1
60680,1570,5
6216,152,9
31814,486,10
43482,7083,-1
11687,16668,7
11958,7705,-1
67390,21855,10
61681,2034,-1
56448,269,9
68724,20785,6
56522,762,-1
58899,2001,10
26910,451,8
49277,1487,5
36708,32,10
20853,13161,7
58846,813,8
10657,1379,9
26981,11111,6
18452,28497,-1
